Laure Santeiro,29,2,76,7500000,35000,12,75,38,51,73,67,75,50,38,67,51,73,74,68,74,54,75,50,38,67,51,73,74,68,74,54,68
Herrerín,29,6,76,5000000,21000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
G. van der Wiel,29,16,76,6000000,52000,17,73,74,74,73,73,73,75,74,73,74,73,75,72,74,75,73,75,74,73,74,73,75,72,74,75,72
F. Mussis,25,1,76,8500000,22000,4,70,73,75,68,72,70,73,73,72,75,68,69,65,68,74,70,73,73,72,75,68,69,65,68,74,65
J. Błaszczykowski,31,5,76,7000000,60000,17,75,63,68,74,73,75,68,63,73,68,74,75,71,75,70,75,68,63,73,68,74,75,71,75,70,71
L. Deaux,28,13,76,6000000,26000,1,66,73,75,64,71,66,71,73,71,75,64,66,62,63,71,66,71,73,71,75,64,66,62,63,71,62
J. Vuković,29,35,76,6000000,1000,1,49,75,69,48,57,49,65,75,57,69,48,49,51,46,63,49,65,75,57,69,48,49,51,46,63,51
E. Bičakčić,27,26,76,7500000,35000,1,49,75,69,48,56,49,66,75,56,69,48,49,50,46,63,49,66,75,56,69,48,49,50,46,63,50
L. Spinazzola,24,11,76,10500000,81000,7,73,68,71,72,73,73,72,68,73,71,72,75,69,74,74,73,72,68,73,71,72,75,69,74,74,69
A. Knockaert,25,13,76,9500000,50000,12,75,46,54,75,69,75,53,46,69,54,75,75,72,76,57,75,53,46,69,54,75,75,72,76,57,72
P. Pekarík,30,18,76,5500000,29000,17,64,71,73,62,67,64,75,71,67,73,62,68,56,65,76,64,75,71,67,73,62,68,56,65,76,56
E. Valencia,27,38,76,9000000,70000,24,71,54,57,74,67,71,60,54,67,57,74,73,75,74,62,71,60,54,67,57,74,73,75,74,62,75
Koo Ja Cheol,28,40,76,8000000,30000,22,75,61,65,76,73,75,65,61,73,65,76,75,74,75,67,75,65,61,73,65,76,75,74,75,67,74
G. Kashia,29,82,76,6000000,15000,1,55,75,72,51,62,55,69,75,62,72,51,57,50,52,68,55,69,75,62,72,51,57,50,52,68,50
R. Vlaar,32,16,76,4400000,13000,1,56,75,72,55,63,56,64,75,63,72,55,52,58,50,62,56,64,75,63,72,55,52,58,50,62,58
S. Kums,29,7,76,7500000,28000,2,73,67,72,70,75,73,70,67,75,72,70,72,66,71,71,73,70,67,75,72,70,72,66,71,71,66
Fábio Martins,23,0,76,10500000,13000,22,75,55,61,75,72,75,62,55,72,61,75,75,73,76,65,75,62,55,72,61,75,75,73,76,65,73
E. Balanta,24,20,76,9000000,32000,1,59,75,73,58,64,59,71,75,64,73,58,62,58,58,69,59,71,75,64,73,58,62,58,58,69,58
M. Schmiedebach,28,4,76,6000000,41000,2,69,72,75,67,73,69,74,72,73,75,67,71,61,68,75,69,74,72,73,75,67,71,61,68,75,61
G. Peruzzi,25,1,76,8000000,23000,17,64,73,73,64,67,64,75,73,67,73,64,68,61,66,75,64,75,73,67,73,64,68,61,66,75,61
Maicón,27,2,76,8000000,22000,22,72,49,55,73,67,72,56,49,67,55,73,75,74,74,59,72,56,49,67,55,73,75,74,74,59,74
N. Castillo,24,8,76,10500000,25000,26,69,50,53,72,64,69,49,50,64,53,72,67,75,68,51,69,49,50,64,53,72,67,75,68,51,75
L. Öztunali,21,4,76,11500000,25000,22,74,56,62,74,70,74,62,56,70,62,74,75,72,75,65,74,62,56,70,62,74,75,72,75,65,72
M. Jojić,25,35,76,9500000,36000,2,76,58,66,75,75,76,64,58,75,66,75,76,73,76,67,76,64,58,75,66,75,76,73,76,67,73
Santi Mina,21,6,76,11000000,29000,22,73,59,63,75,69,73,64,59,69,63,75,75,75,76,66,73,64,59,69,63,75,75,75,76,66,75
G. Pazzini,32,11,76,6000000,34000,26,67,45,45,71,58,67,45,45,58,45,71,66,75,68,46,67,45,45,58,45,71,66,75,68,46,75
W. Mansila,29,8,76,7500000,18000,3,71,47,50,74,64,71,51,47,64,50,74,70,75,72,53,71,51,47,64,50,74,70,75,72,53,75
M. Boselli,32,1,76,6000000,38000,26,70,50,53,73,66,70,50,50,66,53,73,69,75,70,52,70,50,50,66,53,73,69,75,70,52,75
M. Pereyra,27,3,76,8500000,45000,22,76,64,71,74,75,76,69,64,75,71,74,75,70,75,71,76,69,64,75,71,74,75,70,75,71,70
V. Stocker,28,29,76,8000000,33000,12,75,51,59,74,71,75,56,51,71,59,74,74,71,75,59,75,56,51,71,59,74,74,71,75,59,71
J. Añor,23,51,76,12500000,23000,0,76,46,57,76,72,76,56,46,72,57,76,75,71,76,60,76,56,46,72,57,76,75,71,76,60,71
L. Antonelli,30,11,76,5500000,80000,7,69,75,73,69,70,69,75,75,70,73,69,71,68,70,75,69,75,75,70,73,69,71,68,70,75,68
K. Théophile-Catherine,27,13,76,7500000,35000,17,65,75,74,62,68,65,73,75,68,74,62,66,60,64,73,65,73,75,68,74,62,66,60,64,73,60
B. Embolo,20,29,76,14000000,35000,24,75,50,56,76,70,75,53,50,70,56,76,74,75,75,57,75,53,50,70,56,76,74,75,75,57,75
A. Letellier,26,13,76,6500000,20000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
A. Hahn,26,4,76,9000000,41000,22,70,62,63,72,68,70,64,62,68,63,72,72,75,72,66,70,64,62,68,63,72,72,75,72,66,75
A. Duncan,24,52,76,10500000,47000,4,72,75,77,71,75,72,76,75,75,77,71,73,70,71,76,72,76,75,75,77,71,73,70,71,76,70
M. Stendera,21,4,76,12000000,25000,2,75,58,65,74,73,75,63,58,73,65,74,73,70,74,66,75,63,58,73,65,74,73,70,74,66,70
A. Ranocchia,29,11,76,6000000,59000,1,53,75,71,50,61,53,67,75,61,71,50,53,49,49,65,53,67,75,61,71,50,53,49,49,65,49
M. Isla,29,8,76,6000000,63000,4,72,71,74,70,74,72,75,71,74,74,70,74,66,73,76,72,75,71,74,74,70,74,66,73,76,66
Josué Sá,25,0,76,8500000,23000,1,57,75,71,56,61,57,69,75,61,71,56,57,56,55,67,57,69,75,61,71,56,57,56,55,67,56
Thiago Maia,20,2,76,9500000,31000,2,68,74,75,67,72,68,73,74,72,75,67,69,65,67,73,68,73,74,72,75,67,69,65,67,73,65
B. Espinosa,27,20,76,7500000,25000,1,53,75,70,51,59,53,67,75,59,70,51,53,54,51,65,53,67,75,59,70,51,53,54,51,65,54
I. Sosa,30,1,76,7500000,65000,26,75,57,61,75,70,75,62,57,70,61,75,75,75,76,64,75,62,57,70,61,75,75,75,76,64,75
N. Tomović,29,35,76,6000000,59000,17,58,75,72,58,62,58,73,75,62,72,58,62,57,59,72,58,73,75,62,72,58,62,57,59,72,57
R. Brady,25,49,76,9500000,55000,7,74,67,70,74,73,74,72,67,73,70,74,75,72,75,73,74,72,67,73,70,74,75,72,75,73,72
L. Marković,23,35,76,10000000,84000,3,75,50,56,75,68,75,59,50,68,56,75,75,71,76,61,75,59,50,68,56,75,75,71,76,61,71
P. Aguilar,30,56,76,5500000,53000,1,55,75,69,55,59,55,67,75,59,69,55,55,58,54,64,55,67,75,59,69,55,55,58,54,64,58
N. Viergever,27,16,76,6500000,14000,7,61,75,73,61,65,61,74,75,65,73,61,64,61,62,73,61,74,75,65,73,61,64,61,62,73,61
R. Civelli,33,1,76,3100000,17000,1,51,75,67,52,56,51,65,75,56,67,52,51,58,50,62,51,65,75,56,67,52,51,58,50,62,58
S. De Maio,30,13,76,5500000,50000,1,43,75,65,44,49,43,64,75,49,65,44,44,46,41,60,43,64,75,49,65,44,44,46,41,60,46
S. Brown,32,65,76,4400000,53000,2,69,72,75,67,72,69,72,72,72,75,67,70,64,68,73,69,72,72,72,75,67,70,64,68,73,64
D. Cvitanich,33,1,76,4800000,21000,26,72,49,53,74,66,72,52,49,66,53,74,71,75,72,54,72,52,49,66,53,74,71,75,72,54,75
J. Morrison,31,65,76,7000000,68000,4,75,62,68,74,74,75,67,62,74,68,74,75,72,75,70,75,67,62,74,68,74,75,72,75,70,72
A. Sulu,31,37,76,5000000,27000,1,53,75,68,54,57,53,68,75,57,68,54,55,58,53,65,53,68,75,57,68,54,55,58,53,65,58
R. Saïss,27,30,76,7500000,51000,1,66,74,75,64,70,66,71,74,70,75,64,66,63,64,70,66,71,74,70,75,64,66,63,64,70,63
Maurício,28,2,76,6000000,1000,2,76,73,75,74,76,76,73,73,76,75,74,74,72,74,74,76,73,73,76,75,74,74,72,74,74,72
Gabri Prestão,25,2,76,5500000,16000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Carlos Soler,20,6,76,12000000,26000,22,75,64,70,74,75,75,68,64,75,70,74,74,71,74,70,75,68,64,75,70,74,74,71,74,70,71
Serantes,27,6,76,6000000,21000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E. Mas,28,1,76,6000000,34000,7,71,75,74,71,72,71,75,75,72,74,71,72,71,71,75,71,75,75,72,74,71,72,71,71,75,71
Carlos Mané,23,0,76,10500000,16000,12,75,48,56,76,70,75,59,48,70,56,76,75,73,77,61,75,59,48,70,56,76,75,73,77,61,73
Fred Aníbão,25,2,76,5500000,14000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
O. Romero,24,56,76,10000000,24000,12,76,43,55,75,71,76,53,43,71,55,75,75,71,75,57,76,53,43,71,55,75,75,71,75,57,71
Nelsildo Reis,29,2,76,5000000,21000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Laguardia,27,6,76,7500000,25000,1,52,75,71,51,58,52,69,75,58,71,51,54,53,51,67,52,69,75,58,71,51,54,53,51,67,53
Y. Poulsen,23,17,76,11000000,58000,26,71,54,56,73,65,71,57,54,65,56,73,73,74,73,60,71,57,54,65,56,73,73,74,73,60,74
A. Cresswell,27,19,76,7000000,83000,14B,70,71,72,69,71,70,75,71,71,72,69,72,65,71,75,70,75,71,71,72,69,72,65,71,75,65
O. Tufan,22,37,76,8500000,52000,4,72,74,75,72,74,72,73,74,74,75,72,72,71,71,74,72,73,74,74,75,72,72,71,71,74,71
M. Pazdan,29,5,76,6000000,13000,1,58,75,72,56,63,58,68,75,63,72,56,57,56,55,67,58,68,75,63,72,56,57,56,55,67,56
Camarasa,23,6,76,11500000,23000,22,75,69,73,73,76,75,69,69,76,73,73,72,71,72,70,75,69,69,76,73,73,72,71,72,70,71
D. van de Beek,20,16,76,11500000,12000,2,74,65,71,72,75,74,67,65,75,71,72,73,70,72,69,74,67,65,75,71,72,73,70,72,69,70
P. Hurtado,26,64,76,8500000,14000,22,75,53,58,75,70,75,57,53,70,58,75,74,74,75,60,75,57,53,70,58,75,74,74,75,60,74
J. Martin,27,13,76,8500000,28000,12,74,69,73,73,75,74,71,69,75,73,73,74,71,73,73,74,71,69,75,73,73,74,71,73,73,71
O. Murillo,29,20,76,6000000,33000,1,52,75,69,51,57,52,70,75,57,69,51,55,53,52,67,52,70,75,57,69,51,55,53,52,67,53
Aythami Artiles,31,6,76,5000000,22000,1,52,75,71,50,60,52,66,75,60,71,50,52,52,49,64,52,66,75,60,71,50,52,52,49,64,52
E. Gutiérrez,22,43,76,11000000,30000,4,74,66,73,73,75,74,71,66,75,73,73,74,70,73,73,74,71,66,75,73,73,74,70,73,73,70
F. Ferreyra,26,1,76,9500000,1000,26,70,43,48,73,64,70,48,43,64,48,73,68,75,70,50,70,48,43,64,48,73,68,75,70,50,75
Adrián González,29,6,76,7500000,28000,12,75,67,71,74,75,75,69,67,75,71,74,74,72,74,70,75,69,67,75,71,74,74,72,74,70,72
M. Mavraj,31,58,76,5000000,35000,1,46,75,68,43,54,46,66,75,54,68,43,46,44,43,63,46,66,75,54,68,43,46,44,43,63,44
A. Hunt,30,4,76,7500000,38000,22,75,52,60,75,72,75,58,52,72,60,75,74,73,75,61,75,58,52,72,60,75,74,73,75,61,73
F. Niederlechner,26,4,76,9000000,31000,26,70,51,54,72,64,70,53,51,64,54,72,69,75,70,55,70,53,51,64,54,72,69,75,70,55,75
S. Denswil,24,16,76,8500000,21000,1,62,75,72,61,66,62,68,75,66,72,61,60,62,59,67,62,68,75,66,72,61,60,62,59,67,62
A. Souquet,25,13,76,8000000,31000,1,70,74,75,68,73,70,75,74,73,75,68,73,64,70,76,70,75,74,73,75,68,73,64,70,76,64
S. İnan,32,37,76,6000000,59000,2,74,64,70,72,75,74,66,64,75,70,72,73,69,72,68,74,66,64,75,70,72,73,69,72,68,69
A. Delort,25,13,76,10000000,35000,26,72,46,50,74,65,72,50,46,65,50,74,72,75,73,53,72,50,46,65,50,74,72,75,73,53,75
J. Gnagnon,20,27,76,10000000,19000,1,50,75,68,51,55,50,67,75,55,68,51,53,52,50,65,50,67,75,55,68,51,53,52,50,65,52
D. Gastaldello,34,11,76,2300000,6000,1,50,75,68,48,56,50,64,75,56,68,48,49,50,47,61,50,64,75,56,68,48,49,50,47,61,50
R. Bistama,29,8,76,6000000,9000,7,51,75,69,50,58,51,67,75,58,69,50,53,53,51,65,51,67,75,58,69,50,53,53,51,65,53
D. Moreno,31,20,76,7000000,28000,26,73,46,54,75,68,73,53,46,68,54,75,73,75,74,57,73,53,46,68,54,75,73,75,74,57,75
R. Ghezzal,25,33,76,9500000,38000,22,76,43,53,75,70,76,51,43,70,53,75,75,71,76,55,76,51,43,70,53,75,75,71,76,55,71
Carlos Eduardo,27,2,76,8000000,47000,0,76,60,64,76,74,76,62,60,74,64,76,76,77,76,64,76,62,60,74,64,76,76,77,76,64,77
R. Cabella,27,13,76,8000000,32000,12,75,50,60,74,71,75,59,50,71,60,74,75,71,76,63,75,59,50,71,60,74,75,71,76,63,71
Mariano,23,83,76,10500000,59000,26,69,48,49,73,60,69,49,48,60,49,73,67,75,70,51,69,49,48,60,49,73,67,75,70,51,75
F. Montero,29,20,76,7500000,12000,3,74,51,56,75,69,74,56,51,69,56,75,73,75,74,58,74,56,51,69,56,75,73,75,74,58,75
C. Musonda,20,7,76,12000000,80000,12,74,36,49,74,67,74,50,36,67,49,74,75,68,76,55,74,50,36,67,49,74,75,68,76,55,68
Cejudo,33,6,76,4700000,13000,12,73,59,65,74,71,73,64,59,71,65,74,75,72,75,67,73,64,59,71,65,74,75,72,75,67,72
S. Ulreich,28,4,76,5500000,68000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
J. Vázquez,29,43,76,6000000,55000,4,68,72,75,66,71,68,73,72,71,75,66,68,62,66,73,68,73,72,71,75,66,68,62,66,73,62
S. Francis,32,19,76,4400000,61000,17,64,75,73,62,68,64,73,75,68,73,62,66,59,63,73,64,73,75,68,73,62,66,59,63,73,59
Welington Dano,29,2,76,6000000,40000,12,70,73,74,68,72,70,75,73,72,74,68,72,65,70,76,70,75,73,72,74,68,72,65,70,76,65
Raphinha,20,2,76,11500000,11000,12,74,42,54,74,68,74,52,42,68,54,74,75,69,76,58,74,52,42,68,54,74,75,69,76,58,69
O. Kucher,34,46,76,2300000,17000,1,57,75,71,56,63,57,69,75,63,71,56,56,59,54,67,57,69,75,63,71,56,56,59,54,67,59
N. Mendy,25,13,76,8500000,59000,4,70,74,75,67,72,70,74,74,72,75,67,70,64,68,74,70,74,74,72,75,67,70,64,68,74,64
Rodrigo Moledo,29,2,76,6000000,1000,1,51,75,67,51,55,51,65,75,55,67,51,51,54,49,62,51,65,75,55,67,51,51,54,49,62,54
H. Kiyotake,27,36,76,9000000,9000,22,75,45,56,74,72,75,56,45,72,56,74,76,71,75,61,75,56,45,72,56,74,76,71,75,61,71
Daniel Podence,21,0,76,11500000,16000,26,76,41,51,76,67,76,53,41,67,51,76,76,69,77,57,76,53,41,67,51,76,76,69,77,57,69
E. Şen,28,7,76,6000000,12000,2,68,76,75,69,71,68,74,76,71,75,69,68,69,68,73,68,74,76,71,75,69,68,69,68,73,69
L. Villasoel,25,8,76,7000000,8000,7,53,75,71,54,60,53,69,75,60,71,54,56,57,53,67,53,69,75,60,71,54,56,57,53,67,57
M. Lowton,28,19,76,6000000,55000,17,69,74,73,69,70,69,75,74,70,73,69,71,68,70,75,69,75,74,70,73,69,71,68,70,75,68
Tarantini,33,0,76,4500000,12000,2,73,71,72,73,75,73,67,71,75,72,73,70,73,70,67,73,67,71,75,72,73,70,73,70,67,73
C. Mbemba,22,45,76,9000000,54000,7,60,75,70,62,62,60,71,75,62,70,62,62,64,61,69,60,71,75,62,70,62,62,64,61,69,64
I. Diop,20,13,76,11500000,23000,1,49,75,70,48,56,49,68,75,56,70,48,51,50,47,66,49,68,75,56,70,48,51,50,47,66,50
D. Labran,33,8,76,3100000,15000,4,69,72,75,67,72,69,73,72,72,75,67,72,64,69,74,69,73,72,72,75,67,72,64,69,74,64
C. Piccini,24,11,76,9000000,15000,17,63,74,72,63,66,63,75,74,66,72,63,68,59,64,75,63,75,74,66,72,63,68,59,64,75,59
L. Skorupski,26,5,76,6500000,46000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
M. Le Marchand,27,13,76,8000000,33000,1,62,75,75,58,68,62,73,75,68,75,58,64,55,59,72,62,73,75,68,75,58,64,55,59,72,55
T. Klose,29,29,76,6000000,40000,1,51,75,71,50,60,51,67,75,60,71,50,51,54,47,64,51,67,75,60,71,50,51,54,47,64,54
A. Regattin,25,30,76,9000000,21000,22,75,63,68,74,73,75,68,63,73,68,74,75,70,75,70,75,68,63,73,68,74,75,70,75,70,70
M. Pjaca,22,9,76,12500000,89000,14,75,45,53,74,69,75,53,45,69,53,74,76,72,76,58,75,53,45,69,53,74,76,72,76,58,72
R. Vercoutre,37,13,76,525000,13000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
José Sá,24,0,76,7500000,10000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
F. Cartabia,24,1,76,10500000,23000,12,75,45,55,75,69,75,55,45,69,55,75,75,70,76,59,75,55,45,69,55,75,75,70,76,59,70
D. Dainelli,38,11,76,1000000,14000,1,42,75,67,42,51,42,61,75,51,67,42,42,46,40,58,42,61,75,51,67,42,42,46,40,58,46
N. Pallois,29,13,76,6000000,26000,1,56,75,72,54,61,56,70,75,61,72,54,57,56,55,69,56,70,75,61,72,54,57,56,55,69,56
R. Lafrentz,29,8,76,6000000,15000,0,71,71,75,68,73,71,75,71,73,75,68,72,62,69,75,71,75,71,73,75,68,72,62,69,75,62
B. Henrichs,20,4,76,11000000,36000,7,70,72,73,68,71,70,75,72,71,73,68,72,65,71,76,70,75,72,71,73,68,72,65,71,76,65
D. Praet,23,7,76,10500000,34000,22,75,60,66,74,74,75,66,60,74,66,74,75,71,74,68,75,66,60,74,66,74,75,71,74,68,71
J. Orozco,31,43,76,4700000,19000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Gelson Fernandes,30,29,76,5500000,29000,4,67,74,75,66,71,67,73,74,71,75,66,68,64,65,73,67,73,74,71,75,66,68,64,65,73,64
André Almeida,26,0,76,7500000,13000,7,69,76,76,67,72,69,75,76,72,76,67,71,65,68,75,69,75,76,72,76,67,71,65,68,75,65
C. Jullien,24,13,76,8500000,26000,1,53,75,68,55,56,53,69,75,56,68,55,55,59,54,66,53,69,75,56,68,55,55,59,54,66,59
Baiano,30,2,76,5500000,13000,17,68,73,72,69,69,68,75,73,69,72,69,71,67,71,76,68,75,73,69,72,69,71,67,71,76,67
Matheus,24,2,76,7500000,9000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
A. Hurtado,30,20,76,7500000,63000,14,76,56,61,77,71,76,62,56,71,61,77,77,75,77,64,76,62,56,71,61,77,77,75,77,64,75
E. Paredes,36,8,76,0,0,26,73,47,53,74,68,73,51,47,68,53,74,72,75,72,54,73,51,47,68,53,74,72,75,72,54,75
M. De Sciglio,24,11,76,8500000,73000,17,66,72,73,65,69,66,75,72,69,73,65,70,61,67,76,66,75,72,69,73,65,70,61,67,76,61
J. Gómez,23,1,76,9000000,16000,22,68,69,71,68,68,68,75,69,68,71,68,71,64,70,75,68,75,69,68,71,68,71,64,70,75,64
J. Tomkins,28,19,76,7000000,55000,17,52,75,69,51,59,52,68,75,59,69,51,54,51,50,66,52,68,75,59,69,51,54,51,50,66,51
Z. Karčemarskas,34,84,76,3100000,16000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Vieirundinho,29,2,76,6000000,26000,1,51,75,71,50,58,51,69,75,58,71,50,53,53,49,67,51,69,75,58,71,50,53,53,49,67,53
M. de Ligt,17,16,76,11500000,7000,1,64,75,73,64,68,64,70,75,68,73,64,63,64,61,69,64,70,75,68,73,64,63,64,61,69,64
Javi Espinosa,24,6,76,10500000,23000,4,75,59,67,73,74,75,65,59,74,67,73,75,67,74,68,75,65,59,74,67,73,75,67,74,68,67
Omar Mascarell,24,6,76,8500000,25000,4,72,71,75,70,75,72,70,71,75,75,70,70,66,68,71,72,70,71,75,75,70,70,66,68,71,66
C. Izquierdoz,28,1,76,7000000,25000,1,48,75,69,49,56,48,68,75,56,69,49,49,54,47,65,48,68,75,56,69,49,49,54,47,65,54
T. Heurtaux,28,13,76,6000000,30000,1,53,75,69,53,57,53,68,75,57,69,53,54,56,52,65,53,68,75,57,69,53,54,56,52,65,56
J. Iturbe,24,56,76,9500000,59000,24,74,40,48,74,64,74,50,40,64,48,74,73,69,76,54,74,50,40,64,48,74,73,69,76,54,69
G. Simeone,21,1,76,12500000,54000,22,71,44,48,73,64,71,47,44,64,48,73,69,75,71,50,71,47,44,64,48,73,69,75,71,50,75
E. Insúa,28,1,76,6000000,28000,7,70,76,76,70,73,70,75,76,73,76,70,71,69,70,75,70,75,76,73,76,70,71,69,70,75,69
C. Ortíz,28,56,76,7000000,55000,4,70,72,75,68,72,70,73,72,72,75,68,69,64,68,73,70,73,72,72,75,68,69,64,68,73,64
T. Kraft,28,4,76,5500000,25000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Sebá,25,2,76,9500000,1000,22,74,58,62,75,69,74,63,58,69,62,75,75,75,76,65,74,63,58,69,62,75,75,75,76,65,75
D. Kohr,23,4,76,8500000,41000,4,68,75,75,66,71,68,70,75,71,75,66,66,64,65,70,68,70,75,71,75,66,66,64,65,70,64
M. Compper,32,4,76,4400000,55000,1,56,75,71,55,61,56,70,75,61,71,55,58,55,55,68,56,70,75,61,71,55,58,55,55,68,55
B. Natcho,29,80,76,6000000,46000,0,76,70,75,74,77,76,71,70,77,75,74,74,71,74,72,76,71,70,77,75,74,74,71,74,72,71
Ibai Gómez,27,6,76,8000000,28000,0,75,57,63,75,72,75,62,57,72,63,75,75,72,76,65,75,62,57,72,63,75,75,72,76,65,72
Wanderson,31,2,76,7000000,42000,24,76,40,50,76,70,76,48,40,70,50,76,74,75,75,52,76,48,40,70,50,76,74,75,75,52,75
Y. Ravet,27,13,76,8000000,29000,22,74,48,57,74,70,74,58,48,70,57,74,75,72,74,62,74,58,48,70,57,74,75,72,74,62,72
R. Ruidíaz,26,64,76,9000000,16000,26,72,43,49,75,64,72,51,43,64,49,75,73,75,74,54,72,51,43,64,49,75,73,75,74,54,75
F. Bardi,25,11,76,7000000,43000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Otávio,23,2,76,9000000,35000,2,65,76,75,65,68,65,74,76,68,75,65,66,64,65,73,65,74,76,68,75,65,66,64,65,73,64
Carlos Martínez,31,6,76,5000000,28000,17,65,73,73,63,69,65,75,73,69,73,63,67,62,65,75,65,75,73,69,73,63,67,62,65,75,62
J. Corona,36,43,76,1000000,17000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
C. Zambrano,27,64,76,7500000,1000,1,60,75,72,60,64,60,70,75,64,72,60,61,60,59,69,60,70,75,64,72,60,61,60,59,69,60
I. Fetfatzidis,26,22,76,9000000,43000,3,75,38,52,73,69,75,51,38,69,52,73,76,65,76,57,75,51,38,69,52,73,76,65,76,57,65
Aleix Vidal,27,6,76,6500000,120000,22,75,72,73,76,73,75,75,72,73,73,76,77,73,77,75,75,75,72,73,73,76,77,73,77,75,73
V. García,23,51,76,9000000,11000,17,64,70,70,64,65,64,75,70,65,70,64,69,60,67,75,64,75,70,65,70,64,69,60,67,75,60
B. Jokič,31,12,76,5000000,29000,7,66,74,73,65,68,66,75,74,68,73,65,69,64,67,75,66,75,74,68,73,65,69,64,67,75,64
Alberto Moreno,24,6,76,8000000,76000,7,72,71,71,72,71,72,75,71,71,71,72,74,70,74,76,72,75,71,71,71,72,74,70,74,76,70
Diego Rico,24,6,76,8500000,22000,14B,65,73,71,65,67,65,75,73,67,71,65,67,64,65,75,65,75,73,67,71,65,67,64,65,75,64
Mossoró,33,2,76,4700000,29000,12,75,53,60,74,71,75,58,53,71,60,74,74,71,74,60,75,58,53,71,60,74,74,71,74,60,71
Marc Muniesa,25,6,76,9000000,59000,7,62,75,72,61,66,62,72,75,66,72,61,64,58,62,72,62,72,75,66,72,61,64,58,62,72,58
Samu Saiz,26,6,76,9500000,40000,0,75,39,50,73,68,75,47,39,68,50,73,73,67,74,52,75,47,39,68,50,73,73,67,74,52,67
Felipe,32,2,75,3800000,14000,1,49,74,69,48,57,49,65,74,57,69,48,48,48,45,63,49,65,74,57,69,48,48,48,45,63,48
S. Fofana,22,27,75,11000000,23000,2,73,68,71,72,74,73,69,68,74,71,72,73,70,72,70,73,69,68,74,71,72,73,70,72,70,70
E. Roco,24,8,75,7000000,23000,1,56,74,70,54,61,56,66,74,61,70,54,55,55,53,65,56,66,74,61,70,54,55,55,53,65,55
Arribas,28,6,75,6500000,22000,1,52,74,70,51,58,52,68,74,58,70,51,55,52,52,67,52,68,74,58,70,51,55,52,52,67,52
G. Lezcano,30,1,75,6500000,13000,14,72,43,49,74,65,72,50,43,65,49,74,74,74,75,54,72,50,43,65,49,74,74,74,75,54,74
E. Derdiyok,29,29,75,6500000,56000,26,69,45,49,70,65,69,43,45,65,49,70,65,74,67,46,69,43,45,65,49,70,65,74,67,46,74
D. Siovas,28,22,75,5500000,22000,2,56,74,73,54,64,56,66,74,64,73,54,55,55,51,65,56,66,74,64,73,54,55,55,51,65,55
L. Lerager,23,17,75,9000000,33000,2,72,70,72,71,74,72,70,70,74,72,71,71,70,70,71,72,70,70,74,72,71,71,70,70,71,70
Lombán,30,6,75,4900000,18000,17,58,74,73,56,65,58,65,74,65,73,56,55,59,53,63,58,65,74,65,73,56,55,59,53,63,59
Mikel Gonzalez,31,6,75,4500000,11000,1,48,74,67,48,55,48,65,74,55,67,48,49,51,46,63,48,65,74,55,67,48,49,51,46,63,51
T. Hlatshwayo,27,69,75,0,0,17,41,74,64,40,47,41,64,74,47,64,40,43,45,40,60,41,64,74,47,64,40,43,45,40,60,45
Iván Cuéllar,33,6,75,3400000,17000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Fabrio Farinha,25,2,75,7000000,31000,12,74,56,62,71,71,74,61,56,71,62,71,73,67,73,64,74,61,56,71,62,71,73,67,73,64,67
J. Lössl,28,17,75,5500000,21000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
